GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
practica-calificada-2-Edgar1548,org.example,Pair,0,15,0,0,0,6,0,3,0,3
practica-calificada-2-Edgar1548,org.example,Student,6,0,0,0,3,0,1,0,1,0
practica-calificada-2-Edgar1548,org.example,Principal,4,190,0,20,2,44,1,14,1,4
